Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),tartib
92,2,1,1,1,Pasdaran,223333.33,1157
180,3,1,1,1,Pasdaran,330000,1158
85,2,1,1,1,Central Janatabad,105000,1159
60,1,1,1,1,Saadat Abad,110000,1160
100,2,1,1,1,East Ferdows Boulevard,113333.33,1161
100,2,1,1,1,Northern Janatabad,170000,1162
121,2,1,1,1,Garden of Saba,250000,1163
63,1,1,1,1,Farmanieh,186666.67,1164
98,2,1,1,1,West Ferdows Boulevard,146666.67,1165
67,2,1,1,1,Pasdaran,116666.67,1166
87,2,1,1,1,West Ferdows Boulevard,94333.33,1167
115,3,1,1,1,Pasdaran,176666.67,1168
49,1,0,0,1,Punak,76666.67,1169
40,0,0,1,0,Ostad Moein,21666.67,1170
130,3,1,1,1,Yousef Abad,266666.67,1171
144,3,1,1,0,Pasdaran,266666.67,1172
66,2,1,1,1,Ostad Moein,52833.33,1173
53,1,1,1,1,Southern Janatabad,81000,1174
88,2,1,1,1,Central Janatabad,113333.33,1175
105,2,1,1,1,Southern Janatabad,130000,1176
90,2,1,1,1,Qalandari,218666.67,1177
125,2,1,1,1,Dezashib,375000,1178
75,2,1,1,1,Tarasht,71666.67,1179
170,3,1,1,1,Niavaran,566666.67,1180
204,3,1,1,1,Elahieh,1088000,1181
95,2,1,1,1,Feiz Garden,120000,1182
54,1,1,1,0,Andisheh,16666.67,1183
98,2,1,1,1,Shahr-e-Ziba,107333.33,1184
90,2,1,1,1,Feiz Garden,120000,1185
97,2,1,1,1,Feiz Garden,126666.67,1186
71,2,1,1,1,East Ferdows Boulevard,84333.33,1187
150,3,1,1,1,Shahrake Gharb,400000,1188
116,3,1,1,1,Pasdaran,270000,1189
120,2,1,1,1,Saadat Abad,286666.67,1190
79,2,1,1,1,West Ferdows Boulevard,80000,1191
79,2,1,1,1,West Ferdows Boulevard,103333.33,1192
135,2,1,1,1,Dorous,333333.33,1193
110,2,1,1,1,West Ferdows Boulevard,131666.67,1194
75,2,1,1,0,Shahr-e-Ziba,63000,1195
110,3,1,1,1,Shahr-e-Ziba,156666.67,1196
87,2,1,1,1,West Ferdows Boulevard,126666.67,1197
75,2,1,1,1,Punak,125000,1198
108,2,1,1,1,West Ferdows Boulevard,131666.67,1199
110,2,1,1,1,Central Janatabad,190000,1200
100,2,1,1,1,Shahr-e-Ziba,170000,1201
63,1,1,1,1,Ostad Moein,42666.67,1202
140,3,1,1,1,Shahrake Gharb,306666.67,1203
72,2,1,1,0,Southern Janatabad,70433.33,1204
73,2,1,1,0,Southern Janatabad,70266.67,1205
145,3,1,1,1,Dezashib,410833.33,1206
75,2,1,1,0,Northern Janatabad,79500,1207
92,2,1,1,1,Yousef Abad,210000,1208
80,2,1,1,1,Si Metri Ji,74000,1209
127,2,1,1,1,Ekhtiarieh,296333.33,1210
66,2,1,1,1,Ostad Moein,52833.33,1211
74,2,1,1,1,Yousef Abad,130666.67,1212
105,3,1,1,1,Parand,42000,1213
112,3,1,1,0,Parand,46666.67,1214
120,2,1,1,1,Shahrake Gharb,250000,1215
123,3,1,1,1,Pardis,16666.67,1216
140,3,1,1,1,Shahrake Gharb,333333.33,1217
63,1,1,1,1,Punak,116666.67,1218
56,1,1,1,1,Punak,65000,1219
105,2,1,1,1,Feiz Garden,145000,1220
97,2,1,1,1,Yousef Abad,166666.67,1221
140,3,1,1,1,Jordan,306666.67,1222
60,2,1,1,0,Central Janatabad,55000,1223
100,2,1,1,1,Pardis,16666.67,1224
54,1,0,1,1,Punak,66666.67,1225
90,2,1,1,1,Ekhtiarieh,200000,1226
92,2,1,1,1,Feiz Garden,131666.67,1227
65,2,0,1,0,Feiz Garden,63333.33,1228
76,2,1,1,1,Andisheh,29866.67,1229
72,2,1,1,1,Southern Janatabad,86666.67,1230
135,3,1,1,1,Farmanieh,383333.33,1231
54,1,0,1,1,Punak,66666.67,1232
87,2,1,1,1,Pardis,16666.67,1233
255,3,1,1,1,Farmanieh,866666.67,1234
100,2,1,1,0,Yousef Abad,143333.33,1235
194,2,1,1,1,Niavaran,661500,1236
600,2,1,1,1,Qalandari,305000,1237
160,3,1,1,1,Saadat Abad,450000,1238
98,2,1,1,1,Gheitarieh,231933.33,1239
133,3,0,0,0,Andisheh,53333.33,1240
108,2,1,1,1,West Ferdows Boulevard,187200,1241
76,2,1,1,1,Shahr-e-Ziba,93333.33,1242
73,2,1,1,1,Razi,41000,1243
76,2,1,1,1,Southern Program Organization,105000,1244
80,2,1,1,1,Southern Program Organization,122666.67,1245
92,2,1,1,1,Gheitarieh,220000,1246
130,2,1,1,1,Qalandari,283333.33,1247
71,2,1,1,1,Azari,54666.67,1248
56,1,1,1,1,Shahran,63333.33,1249
105,2,1,1,1,Pardis,29666.67,1250
110,2,1,1,1,West Ferdows Boulevard,125000,1251
93,2,1,1,1,Central Janatabad,145666.67,1252
179,3,1,1,1,Pasdaran,321500,1253
100,2,1,1,1,Gholhak,206666.67,1254
110,3,1,1,1,Saadat Abad,173333.33,1255
98,2,1,1,1,Northern Janatabad,161666.67,1256
101,2,1,1,1,Saadat Abad,185000,1257
105,2,1,1,1,Pardis,26666.67,1258
157,3,1,1,1,Heravi,328333.33,1259
180,3,1,1,1,Pasdaran,330000,1260
90,2,1,1,1,Qazvin Imamzadeh Hassan,54000,1261
97,2,1,1,1,Pardis,25333.33,1262
120,3,1,1,1,Persian Gulf Martyrs Lake,42400,1263
303,4,1,1,1,Velenjak,1600000,1264
60,1,1,1,1,Yousef Abad,108333.33,1265
245,5,1,1,1,Dezashib,483333.33,1266
100,2,1,1,1,Pardis,26333.33,1267
185,3,1,1,1,Pasdaran,358333.33,1268
62,2,1,1,1,Central Janatabad,116666.67,1269
79,2,1,1,1,Central Janatabad,99966.67,1270
400,5,1,1,0,Mirdamad,1866666.67,1271
200,3,1,1,1,Southern Chitgar,166666.67,1272
105,2,1,1,1,Pardis,28666.67,1273
128,3,1,1,1,Shahrake Apadana,190000,1274
115,3,1,1,1,Punak,222333.33,1275
377,4,1,1,1,Elahieh,1055600,1276
77,2,1,1,0,Central Janatabad,80000,1277
190,3,1,1,1,Punak,380000,1278
65,1,1,1,1,Shahran,62666.67,1279
97,2,1,1,1,Punak,156666.67,1280
130,3,1,1,1,Yousef Abad,260000,1281
133,3,1,1,1,Dorous,286666.67,1282
143,3,1,1,1,Northern Janatabad,146666.67,1283
76,2,1,1,1,Central Janatabad,138333.33,1284
155,3,1,1,1,West Ferdows Boulevard,166666.67,1285
97,2,1,1,1,Pardis,25333.33,1286
96,2,1,1,1,Ekbatan,140000,1287
190,3,1,1,1,Gheitarieh,466666.67,1288
147,3,1,1,1,Heravi,303333.33,1289
85,2,1,1,1,East Ferdows Boulevard,93333.33,1290
76,2,1,1,1,Ekbatan,120000,1291
103,2,1,1,1,Niavaran,233333.33,1292
194,3,1,1,1,Niavaran,661933.33,1293
95,2,1,1,1,Saadat Abad,206666.67,1294
79,2,0,1,0,Northern Janatabad,106666.67,1295
83,2,1,1,1,Parand,23516.67,1296
70,2,1,1,1,Southern Program Organization,83333.33,1297
87,2,1,1,1,Niavaran,153333.33,1298
87,2,0,1,1,Pardis,16666.67,1299
84,3,1,1,1,Andisheh,51800,1300
91,2,1,1,1,Tarasht,103333.33,1301
145,2,1,1,1,Gheitarieh,400000,1302
68,2,1,1,1,North Program Organization,81666.67,1303
127,3,1,1,1,Garden of Saba,186266.67,1304
68,1,1,1,1,Ekbatan,103333.33,1305
105,2,1,1,1,Pardis,17966.67,1306
89,2,1,1,1,Shahran,106333.33,1307
82,2,1,1,1,Ostad Moein,86666.67,1308
65,1,1,1,0,Punak,75000,1309
80,2,1,1,1,Gholhak,163333.33,1310
145,3,1,1,1,Niavaran,483333.33,1311
235,3,1,1,1,Niavaran,666666.67,1312
192,3,1,1,1,Kamranieh,1116333.33,1313
160,3,1,1,1,Kamranieh,437333.33,1314
160,3,1,1,1,Niavaran,613333.33,1315
106,2,1,1,1,Pardis,26666.67,1316
75,2,0,1,1,Shahrake Qods,20666.67,1317
100,2,1,1,1,Shahrake Qods,26666.67,1318
58,1,1,1,1,Ekbatan,95000,1319
97,2,1,1,1,Pardis,25666.67,1320
44,1,0,1,0,Pirouzi,26333.33,1321
108,2,1,1,1,Gheitarieh,300000,1322
87,2,1,1,1,Amirabad,18333.33,1323
231,3,1,1,1,Zaferanieh,1439900,1324
120,3,1,1,1,Persian Gulf Martyrs Lake,58333.33,1325
103,2,1,1,1,Saadat Abad,190000,1326
78,2,0,0,0,Parand,15166.67,1327
85,2,1,1,1,Gheitarieh,240000,1328
195,3,1,1,1,Velenjak,650000,1329
142,3,1,1,1,Amirabad,183333.33,1330
90,2,1,1,1,Persian Gulf Martyrs Lake,43833.33,1331
85,2,1,1,1,Gheitarieh,243333.33,1332
350,4,1,1,1,Niavaran,2683333.33,1333
210,4,1,1,1,Niavaran,700000,1334
87,2,1,1,1,Pardis,29666.67,1335
85,2,1,1,1,Southern Janatabad,146666.67,1336
92,2,1,1,1,Southern Janatabad,133000,1337
90,2,1,1,1,Shahr-e-Ziba,138333.33,1338
87,2,1,1,1,Shahr-e-Ziba,101666.67,1339
108,2,1,1,1,West Ferdows Boulevard,115000,1340
85,2,1,1,0,Southern Janatabad,113333.33,1341
68,2,1,1,1,Southern Janatabad,73333.33,1342
138,2,1,1,1,Zaferanieh,575000,1343
78,2,1,1,1,Parand,7000,1344
94,2,1,1,1,Qazvin Imamzadeh Hassan,57066.67,1345
168,3,1,1,1,Aqdasieh,533333.33,1346
100,2,1,1,1,Niavaran,206666.67,1347
100,2,1,1,1,Ajudaniye,210000,1348
44,1,0,1,0,Parastar,34333.33,1349
300,3,0,0,0,Lavasan,900000,1350
280,4,1,1,1,Velenjak,1026666.67,1351
65,2,1,1,1,West Ferdows Boulevard,92000,1352
180,3,1,1,1,Ajudaniye,450000,1353
176,2,1,1,0,Islamshahr,93333.33,1354
83,2,1,1,1,Central Janatabad,128633.33,1355
300,4,1,1,1,Farmanieh,1233333.33,1356
68,2,0,1,0,Pirouzi,46000,1357
220,3,1,1,1,Aqdasieh,1166666.67,1358
140,3,1,1,1,Andisheh,49466.67,1359
290,4,1,1,1,Farmanieh,1200000,1360
75,2,0,1,1,Kahrizak,28750,1361
133,3,1,1,1,East Ferdows Boulevard,266666.67,1362
87,2,1,1,1,Abazar,188500,1363
60,2,0,1,1,Pirouzi,50000,1364
110,2,1,1,1,Pardis,17833.33,1365
149,3,1,1,1,West Ferdows Boulevard,288066.67,1366
238,3,1,1,1,Velenjak,1428000,1367
90,2,1,1,1,Punak,116666.67,1368
100,2,1,1,1,Qazvin Imamzadeh Hassan,61666.67,1369
94,2,1,1,1,Central Janatabad,150400,1370
80,2,1,1,1,Parastar,112000,1371
55,2,0,0,0,Parastar,42666.67,1372
114,3,1,1,1,Saadat Abad,226666.67,1373
75,2,1,1,0,Shahr-e-Ziba,63000,1374
146,3,1,1,1,Heravi,253333.33,1375
70,2,1,1,0,Punak,76000,1376
86,2,1,1,1,Amirabad,157666.67,1377
69,1,0,1,1,Persian Gulf Martyrs Lake,70000,1378
60,1,1,1,1,West Ferdows Boulevard,110000,1379
101,2,1,1,1,Persian Gulf Martyrs Lake,116666.67,1380
97,2,1,1,1,Hashemi,76666.67,1381
105,2,1,1,1,Hakimiyeh,119000,1382
110,2,1,1,0,Saadat Abad,416666.67,1383
75,2,1,1,1,Punak,90000,1384
110,2,1,1,1,Punak,216333.33,1385
149,3,1,1,0,Mirdamad,307933.33,1386
105,2,1,1,1,Railway,166666.67,1387
110,2,1,1,1,Persian Gulf Martyrs Lake,116666.67,1388
69,2,1,1,1,Pirouzi,60000,1389
190,3,1,1,1,Kook,433333.33,1390
160,2,1,1,1,Yousef Abad,286666.67,1391
67,2,0,1,1,Pirouzi,66666.67,1392
121,2,1,1,1,Narmak,183333.33,1393
105,2,1,1,1,Gisha,245000,1394
83,2,1,1,0,West Ferdows Boulevard,80000,1395
62,1,0,1,1,Pirouzi,46000,1396
55,1,1,1,1,Pirouzi,58333.33,1397
88,2,1,1,1,Pirouzi,81666.67,1398
86,2,1,0,1,Air force,100000,1399
62,1,1,1,1,Narmak,75000,1400
65,1,1,1,0,Araj,103333.33,1401
135,2,1,1,1,Niavaran,495000,1402
226,4,1,1,1,Mahmoudieh,566666.67,1403
70,2,1,1,1,Tenant,67666.67,1404
85,1,1,1,1,Kamranieh,236666.67,1405
170,3,1,1,1,Punak,311666.67,1406
170,3,1,1,1,Niavaran,466666.67,1407
574,5,1,1,0,North Program Organization,2000000,1408
360,4,1,1,1,Niavaran,1266666.67,1409
120,2,1,1,1,Saadat Abad,243333.33,1410
120,3,1,1,1,Punak,222000,1411
97,2,1,0,1,Tenant,77666.67,1412
150,3,1,1,1,Pasdaran,381866.67,1413
140,2,1,1,1,Pasdaran,350000,1414
85,2,1,1,1,Punak,110000,1415
240,3,1,1,1,Velenjak,1533333.33,1416
120,3,1,1,1,Pardis,22333.33,1417
100,2,1,1,1,Shahr-e-Ziba,156666.67,1418
105,3,1,1,0,Andisheh,113333.33,1419
75,2,1,1,1,Punak,99333.33,1420
51,1,1,1,1,Tenant,46000,1421
89,2,1,1,1,Shahr-e-Ziba,136666.67,1422
130,3,1,1,1,Saadat Abad,350000,1423
140,2,1,1,1,Pasdaran,333333.33,1424
100,2,1,1,1,Punak,188333.33,1425
290,3,1,1,1,Farmanieh,1233333.33,1426
290,4,1,1,1,Farmanieh,1133333.33,1427
200,3,1,1,1,Farmanieh,1166666.67,1428
200,3,1,1,1,Aqdasieh,1160000,1429
450,3,1,0,0,Damavand,128333.33,1430
37,1,0,1,0,Andisheh,11833.33,1431
140,3,1,1,1,Gheitarieh,296666.67,1432
150,3,1,1,1,Sadeghieh,180000,1433
465,2,1,0,0,Damavand,110000,1434
160,3,1,1,1,Gheitarieh,326666.67,1435
403,5,1,0,0,Andisheh,433333.33,1436
165,2,1,1,1,Pakdasht,40000,1437
405,5,1,1,0,Andisheh,366666.67,1438
400,5,1,1,0,Andisheh,366666.67,1439
87,2,1,1,1,Pardis,18333.33,1440
88,2,1,1,1,West Ferdows Boulevard,103333.33,1441
145,3,1,1,1,Heravi,300000,1442
86,2,1,1,1,Air force,97466.67,1443
350,3,1,1,0,Pasdaran,33333.33,1444
200,3,1,1,1,Kook,400000,1445
115,3,1,1,1,Velenjak,421666.67,1446
90,2,1,1,1,Gheitarieh,233333.33,1447
107,3,1,1,1,Gheitarieh,214000,1448
84,2,1,1,1,Pirouzi,89600,1449
112,2,1,1,1,Pardis,16000,1450
114,2,1,1,1,Persian Gulf Martyrs Lake,123000,1451
120,3,1,1,1,Pardis,21666.67,1452
113,2,1,1,1,Persian Gulf Martyrs Lake,126666.67,1453
84,2,1,1,1,West Pars,103333.33,1454
45,1,0,1,0,Shahran,52666.67,1455
53,1,1,1,0,East Ferdows Boulevard,64000,1456
155,2,1,1,1,Pardis,63333.33,1457
56,1,1,1,1,Shahran,81666.67,1458
67,2,1,1,1,East Ferdows Boulevard,79333.33,1459
79,2,1,1,1,East Ferdows Boulevard,86666.67,1460
65,1,1,1,1,Gheitarieh,140833.33,1461
113,2,1,1,1,Rudhen,51666.67,1462
54,1,1,1,0,Aqdasieh,116666.67,1463
170,3,0,0,0,Velenjak,523333.33,1464
42,1,0,1,1,Jeyhoon,35000,1465
160,3,0,1,0,Pakdasht,30333.33,1466
56,1,1,1,1,Punak,95000,1467
75,2,1,1,1,Rudhen,33333.33,1468
80,2,1,1,0,Rudhen,25000,1469
41,1,0,1,1,Farmanieh,84333.33,1470
117,2,0,1,1,Rudhen,52666.67,1471
88,2,1,1,1,Abazar,186666.67,1472
114,2,1,1,1,Abazar,223333.33,1473
75,2,1,1,1,Shahrake Qods,24500,1474
160,3,1,1,1,Andisheh,100000,1475
87,2,1,1,1,Abazar,186666.67,1476
104,2,1,1,1,Abazar,113333.33,1477
90,2,0,1,0,Shahrake Qods,22166.67,1478
120,2,1,1,0,Andisheh,60000,1479
88,2,0,1,1,Shahrake Qods,25333.33,1480
76,2,1,1,1,Abazar,100000,1481
85,2,1,1,1,Southern Janatabad,120000,1482
71,2,0,1,0,Northern Janatabad,86666.67,1483
200,3,1,1,1,Heravi,498333.33,1484
104,2,1,0,1,Air force,140000,1485
165,3,1,1,1,Aqdasieh,666666.67,1486
82,2,1,1,1,Abazar,126666.67,1487
115,2,1,1,1,Gheitarieh,276666.67,1488
350,5,1,1,1,Gheitarieh,1166666.67,1489
106,2,1,1,1,Abazar,150000,1490
40,1,0,1,1,Karoon,29333.33,1491
130,2,1,1,1,Gheitarieh,400000,1492
46,1,1,1,0,Jeyhoon,25000,1493
121,2,1,1,1,Dehkade Olampic,161333.33,1494
80,2,1,1,1,Jeyhoon,50000,1495
154,3,1,1,1,Ostad Moein,133333.33,1496
60,1,0,1,0,Jeyhoon,34000,1497
68,2,1,1,1,West Ferdows Boulevard,76666.67,1498
89,2,1,0,1,Andisheh,36666.67,1499
70,2,1,1,1,Jeyhoon,53333.33,1500
45,1,1,1,1,Qasr-od-Dasht,43333.33,1501
113,2,1,1,1,Amirabad,169333.33,1502
85,2,1,1,1,Dorous,140000,1503
42,1,1,0,1,Vahidieh,32500,1504
108,2,1,1,1,Shahran,143333.33,1505
82,2,1,1,1,Punak,96666.67,1506
76,2,1,0,1,Punak,141666.67,1507
68,2,1,1,1,West Ferdows Boulevard,73333.33,1508
79,2,1,1,1,Punak,108333.33,1509
71,2,1,1,1,Punak,90000,1510
73,2,1,1,1,Punak,118333.33,1511
89,2,1,1,1,Shahrake Qods,53666.67,1512
85,2,1,1,1,Shahr-e-Ziba,91666.67,1513
96,2,1,1,1,East Ferdows Boulevard,131666.67,1514
95,2,1,1,1,Andisheh,40000,1515
60,2,1,1,1,Punak,68333.33,1516
88,2,0,0,1,Parand,16166.67,1517
145,3,1,1,1,Pasdaran,48333.33,1518
75,2,0,1,0,Malard,8333.33,1519
145,3,1,1,1,Gholhak,261666.67,1520
105,3,1,1,1,Ostad Moein,97000,1521
100,2,0,1,0,Tehransar,66666.67,1522
67,2,1,1,1,Feiz Garden,70666.67,1523
78,2,1,0,1,Jeyhoon,75000,1524
125,2,1,1,1,Gheitarieh,416666.67,1525
91,2,1,1,1,Shahran,111666.67,1526
195,3,1,1,1,Gheitarieh,633333.33,1527
87,2,0,0,1,Pardis,19500,1528
99,2,1,1,1,Punak,140000,1529
113,2,1,1,1,Punak,170000,1530
100,2,1,1,1,Punak,143333.33,1531
200,3,1,1,1,Zaferanieh,800000,1532
106,2,1,1,1,Pardis,18666.67,1533
105,2,1,1,1,Shahran,125000,1534
228,3,1,1,1,Zaferanieh,676400,1535
75,2,1,1,1,Shahran,121666.67,1536
84,3,1,1,1,Shahran,101666.67,1537
90,2,1,1,1,Shahr-e-Ziba,105000,1538
66,2,1,0,1,Ostad Moein,52666.67,1539
130,3,1,1,1,Northern Suhrawardi,260000,1540
101,2,1,1,1,Central Janatabad,156666.67,1541
103,2,0,1,0,Shahran,107333.33,1542
60,2,1,1,0,Pirouzi,48333.33,1543
123,2,1,1,1,Persian Gulf Martyrs Lake,12000,1544
70,2,1,1,1,Punak,90000,1545
177,3,1,1,1,Velenjak,723333.33,1546
230,3,1,1,1,Farmanieh,733333.33,1547
105,2,1,1,1,Pardis,18000,1548
87,2,0,0,1,Pardis,27000,1549
104,2,1,1,1,Pardis,19666.67,1550
105,2,1,1,1,Pardis,18500,1551
310,3,1,1,1,Elahieh,1516666.67,1552
108,2,1,1,1,Shams Abad,151666.67,1553
105,2,1,1,1,Pardis,18000,1554
75,2,1,1,0,Central Janatabad,91666.67,1555
108,2,1,1,1,Shams Abad,137666.67,1556
105,2,1,1,1,Pardis,18333.33,1557
116,2,1,1,1,West Ferdows Boulevard,168333.33,1558
43,1,1,1,1,Shams Abad,60000,1559
64,2,0,1,0,Jeyhoon,30666.67,1560
48,1,1,1,0,Salsabil,34933.33,1561
134,3,1,1,1,Andisheh,36666.67,1562
134,3,1,1,1,Andisheh,36666.67,1563
100,2,0,0,0,Pardis,21666.67,1564
230,3,1,1,1,Farmanieh,690000,1565
238,3,1,1,1,Velenjak,1563333.33,1566
48,1,1,1,0,Salsabil,33166.67,1567
270,5,1,1,0,Aqdasieh,483333.33,1568
105,2,0,1,0,Andisheh,36666.67,1569
105,2,1,1,1,Pardis,18333.33,1570
86,2,1,1,1,Pardis,26000,1571
130,3,1,1,1,West Pars,225333.33,1572
87,2,1,1,1,Pardis,32000,1573
80,2,0,1,0,Shahrake Qods,40000,1574
112,2,1,1,1,Yousef Abad,186666.67,1575
120,2,1,1,0,Pardis,60000,1576
125,2,1,1,1,Pardis,70000,1577
100,2,1,1,1,Pirouzi,86666.67,1579
123,3,1,1,1,East Ferdows Boulevard,186666.67,1580
100,2,1,1,1,Pirouzi,133333.33,1581
88,2,1,1,1,Northern Janatabad,99333.33,1582
87,2,1,1,1,Pardis,24000,1583
66,2,1,0,1,Ostad Moein,52666.67,1584
85,2,1,1,1,Pardis,24333.33,1585
84,2,0,1,0,Sattarkhan,86666.67,1586
110,2,1,1,1,Yousef Abad,190000,1587
170,3,1,1,1,Niavaran,736666.67,1588
220,3,1,1,1,Niavaran,660000,1589
101,2,1,1,1,Yousef Abad,183333.33,1590
100,2,1,1,1,Gheitarieh,226666.67,1591
193,3,1,1,1,Kook,433333.33,1592
45,1,0,1,0,Andisheh,13166.67,1593
86,2,1,0,1,Pirouzi,68333.33,1594
138,3,1,1,1,Islamshahr,56333.33,1595
100,2,0,1,0,Tehransar,66666.67,1596
55,1,1,1,1,Saadat Abad,133333.33,1597
100,2,1,1,1,Gheitarieh,273333.33,1598
108,2,1,1,1,Persian Gulf Martyrs Lake,100800,1599
94,2,1,1,1,Gheitarieh,278333.33,1600
101,2,1,1,1,Gheitarieh,293333.33,1601
101,2,1,1,1,Gheitarieh,283333.33,1602
99,1,1,1,1,Gheitarieh,280000,1603
97,2,1,1,1,Shahrake Gharb,250000,1604
126,2,1,1,1,Gheitarieh,383333.33,1606
105,2,1,1,1,Pardis,17500,1607
101,2,1,1,1,Tarasht,111500,1608
100,2,1,1,1,Gheitarieh,276666.67,1609
90,2,1,1,1,Shahrake Qods,33000,1610
146,3,1,1,1,Saadat Abad,360000,1611
90,3,1,1,0,Salsabil,85000,1612
60,2,0,1,0,Shahrake Azadi,56000,1613
130,3,1,1,1,Shahrake Gharb,476666.67,1614
85,2,1,1,0,Air force,90000,1615
80,1,0,1,0,Shahrake Qods,18666.67,1616
132,3,1,1,1,Pasdaran,330000,1617
115,2,1,1,1,Tarasht,153333.33,1618
70,2,0,1,0,Pirouzi,51666.67,1619
145,3,1,1,1,Pirouzi,130000,1620
88,2,1,1,1,Punak,99333.33,1621
54,1,0,1,0,Beryanak,27666.67,1622
65,2,1,1,0,Pirouzi,55000,1623
70,1,1,1,0,Dehkade Olampic,66666.67,1624
63,1,1,1,1,Ostad Moein,46000,1625
190,3,1,1,1,Zaferanieh,433333.33,1626
57,1,1,1,1,Qasr-od-Dasht,40000,1627
144,3,1,1,1,Velenjak,400000,1628
85,2,1,1,1,Shahr-e-Ziba,115000,1629
65,2,0,1,1,West Pars,66666.67,1630
88,3,0,0,1,Parand,17333.33,1631
74,2,1,1,1,Darband,136666.67,1632
76,2,0,0,0,Parand,12166.67,1633
88,2,0,0,1,Parand,19333.33,1634
49,1,1,1,1,Punak,89800,1635
287,5,1,1,0,Vanak,1916666.67,1636
95,2,1,1,0,Punak,130000,1637
65,1,1,1,1,Air force,56333.33,1638
86,2,1,1,1,Niavaran,186000,1639
86,2,1,1,1,Kamranieh,183333.33,1640
90,2,1,1,1,Golestan,23000,1641
62,2,1,1,0,Ekhtiarieh,110000,1642
157,3,1,1,1,Gheitarieh,453333.33,1643
90,2,1,1,1,Southern Chitgar,23000,1644
190,3,1,1,1,Gheitarieh,516666.67,1645
90,2,1,1,1,Railway,43833.33,1646
150,3,1,1,1,Gheitarieh,366666.67,1647
70,2,1,1,1,Shahrake Qods,24500,1648
91,2,1,1,1,Tehran Now,100000,1649
155,3,1,1,1,Gheitarieh,490000,1650
245,3,1,1,1,Niavaran,718666.67,1651
120,2,1,1,1,West Ferdows Boulevard,166666.67,1652
150,2,1,1,1,Gheitarieh,433333.33,1653
65,2,1,1,0,West Ferdows Boulevard,75000,1654
106,2,1,1,1,West Ferdows Boulevard,130000,1655
100,2,1,1,1,Gheitarieh,280000,1656
125,2,1,1,1,Gheitarieh,366666.67,1657
57,1,1,1,1,Feiz Garden,63000,1658
160,3,1,1,1,Niavaran,560000,1659
43,1,0,1,1,Beryanak,40000,1660
115,3,1,1,1,Feiz Garden,116666.67,1661
80,2,1,1,1,Feiz Garden,96666.67,1662
93,2,1,1,1,Southern Janatabad,153333.33,1663
65,2,1,0,1,Qasr-od-Dasht,68333.33,1664
90,2,1,1,1,Southern Janatabad,100000,1665
200,2,1,1,0,Andisheh,66666.67,1666
135,3,1,1,1,Shahrake Gharb,300000,1667
63,2,0,1,0,Azarbaijan,44666.67,1668
53,1,1,1,1,Azarbaijan,50000,1669
50,1,0,1,0,Qasr-od-Dasht,27000,1670
72,2,1,1,0,Qasr-od-Dasht,53833.33,1671
148,3,1,1,1,Saadat Abad,416666.67,1672
80,2,1,1,1,Azarbaijan,82666.67,1673
60,2,1,1,1,Andisheh,31666.67,1674
102,2,1,1,1,Shahrake Gharb,329933.33,1675
95,2,1,1,1,Mirdamad,183333.33,1676
83,2,1,1,1,Ray,56666.67,1677
95,2,1,1,1,Gheitarieh,276666.67,1678
83,2,1,1,1,Salsabil,76666.67,1679
60,1,1,1,1,Northern Chitgar,29166.67,1680
65,2,1,1,1,Jeyhoon,46666.67,1681
90,2,1,1,1,Gheitarieh,273333.33,1682
200,3,1,1,1,Heravi,466666.67,1683
53,1,1,1,1,Jeyhoon,47333.33,1684
43,1,1,1,1,Beryanak,41666.67,1685
97,2,1,1,1,Southern Janatabad,129333.33,1686
42,1,1,0,1,Jeyhoon,32000,1687
120,2,1,1,1,Abazar,129333.33,1688
97,2,1,1,1,Sattarkhan,119333.33,1689
97,2,1,1,1,Southern Janatabad,116666.67,1690
90,2,1,1,1,Southern Janatabad,109333.33,1691
97,2,1,1,1,Central Janatabad,120000,1692
90,2,1,1,1,Southern Janatabad,122666.67,1693
198,3,1,1,1,Gheitarieh,450000,1694
90,2,1,1,1,Punak,156000,1696
150,3,1,1,1,Punak,313333.33,1697
136,3,1,1,1,Southern Janatabad,206666.67,1698
120,2,1,1,1,Southern Janatabad,136666.67,1699
90,2,1,1,1,Punak,117333.33,1700
550,3,1,1,0,Absard,150000,1701
50,1,1,1,1,Punak,83333.33,1702
90,2,1,1,1,Mirdamad,200000,1703
55,1,1,1,1,Punak,76666.67,1704
75,2,1,1,1,Jeyhoon,78333.33,1705
47,1,1,1,1,Punak,70000,1706
65,2,1,1,0,Punak,75000,1707
420,4,1,1,1,Zaferanieh,3080000,1708
124,3,1,1,1,Southern Janatabad,198333.33,1709
86,2,1,1,1,Punak,141666.67,1710
70,1,1,1,1,Punak,103333.33,1711
181,3,1,1,1,Velenjak,453333.33,1712
68,2,1,1,0,Punak,74333.33,1713
85,2,1,1,1,Yaftabad,41666.67,1714
67,2,1,1,1,Punak,86666.67,1715
72,1,1,1,1,Ozgol,150000,1716
145,3,1,1,1,Central Janatabad,205000,1717
116,2,1,1,1,Shahrake Gharb,328666.67,1718
65,1,1,1,1,Northern Janatabad,90000,1719
125,2,1,1,1,Ozgol,310000,1720
143,3,1,1,1,Saadat Abad,373333.33,1721
150,3,1,1,1,Saadat Abad,493333.33,1722
88,2,1,1,1,Southern Janatabad,85333.33,1723
380,4,1,1,1,Elahieh,1666666.67,1724
95,2,1,1,1,Ostad Moein,99666.67,1725
